name,tier,life,boss,sprite,w,h,scale,cur,in_scope,keep_reason,cls,prop_scale,prop,reason,eyes
Amareth,Rare,40,False,sprites/enemy/dragon/adultgreendragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Arahbo,Rare,20,False,sprites/enemy/beast/cat/cat.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,"beast/cat folder, but scaled x2 on purpose - nearest step to 32px",True
Arcades,Uncommon,40,False,sprites/enemy/dragon/adultgreendragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Arjun,Uncommon,30,False,sprites/enemy/monstrosity/androsphinx.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Atemsis,Mythic,43,False,sprites/enemy/monstrosity/criosphinx.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Atsushi,Mythic,47,False,sprites/enemy/dragon/firedragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,"dragon folder, life 47",True
Aurelia,Rare,30,False,sprites/enemy/celestial/akroma.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Azor,Rare,20,False,sprites/enemy/monstrosity/androsphinx.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Baby Brass Dragon,Common,15,False,sprites/enemy/basic/dragon/baby_brass_dragon.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"basic/dragon folder, moves 100%",True
Baby Copper Dragon,Common,16,False,sprites/enemy/basic/dragon/baby_copper_dragon.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"basic/dragon folder, moves 100%",True
Baby Green Dragon,Uncommon,19,False,sprites/enemy/basic/dragon/baby_green_dragon.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"basic/dragon folder, moves 100%",True
Baby White Dragon,Uncommon,24,False,sprites/enemy/basic/dragon/baby_white_dragon.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"basic/dragon folder, moves 100%",True
Beledros,Rare,30,False,sprites/enemy/dragon/bonedragon.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,dragon folder,False
Beluna,Rare,20,False,sprites/enemy/giant/titan_2.atlas,16,16,3.0,48.0,False,on grid,Large,2.0,32.0,giant folder,False
Belzenlok,Rare,32,False,sprites/enemy/fiend/archfiend.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Bone Dragon,Mythic,41,False,sprites/enemy/dragon/bonedragon.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,dragon folder,False
Bonny Pall,Rare,20,False,sprites/enemy/giant/titan_2.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,giant folder,False
Borborygmos,Rare,30,False,sprites/enemy/giant/cyclops_2.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,giant folder,False
Brion,Rare,20,False,sprites/enemy/giant/firegiant.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,giant folder,False
Chromium,Rare,40,False,sprites/enemy/dragon/ancientsilverdragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Cloaker,Common,12,False,sprites/enemy/fiend/cloaker.atlas,96,64,0.5,32.0,False,on grid,Large,0.5,32.0,scale x0.5 was a choice - nearest step to 32.0px,False
Criosphinx,Uncommon,19,False,sprites/enemy/monstrosity/criosphinx.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Crosis,Rare,30,False,sprites/enemy/dragon/bonedragon.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,dragon folder,False
Cyclops,Common,11,False,sprites/enemy/giant/cyclops.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"giant folder, moves 100%",True
Darigaaz,Rare,30,False,sprites/enemy/dragon/dragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Dementia Beast,Common,11,False,sprites/enemy/fiend/cloaker.atlas,96,64,0.5,32.0,False,on grid,Large,0.5,32.0,scale x0.5 was a choice - nearest step to 32.0px,False
Dinosaur Elite,Rare,30,False,sprites/enemy/beast/dinosaur/ancient.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Doc Aurlock,Uncommon,20,False,sprites/enemy/beast/bear/bear_large.atlas,64,64,0.5,32.0,False,on grid,Large,0.5,32.0,"beast/bear folder, named large",False
Doran,Uncommon,20,False,sprites/enemy/plant/treant.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Dragon,Uncommon,21,False,sprites/enemy/dragon/dragon.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"dragon folder, moves 100%",True
Dragonhawk,Mythic,48,False,sprites/enemy/dragon/firedragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,"dragon folder, life 48",True
Dromar,Rare,30,False,sprites/enemy/dragon/ancientsilverdragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Elder Green Dragon,Rare,26,False,sprites/enemy/basic/dragon/elder_green_dragon.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"basic/dragon folder, moves 100%",True
Elder White Dragon,Mythic,42,False,sprites/enemy/basic/dragon/elder_white_dragon.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"basic/dragon folder, moves 100%",True
Elf Queen Guay,Uncommon,30,True,sprites/enemy/humanoid/elf/deftsorceress.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"humanoid/elf folder, named queen, +1 step for boss, moves 100%",True
Eligeth and Anara,Rare,30,False,sprites/enemy/monstrosity/androsphinx.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Ephara,Rare,40,False,sprites/enemy/giant/titan.atlas,16,16,3.0,48.0,False,on grid,Large,2.0,32.0,giant folder,False
Fire Dragon,Rare,30,False,sprites/enemy/dragon/firedragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Frost Titan,Uncommon,18,False,sprites/enemy/giant/titan.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"giant folder, moves 100%",True
Galazeth,Rare,30,False,sprites/enemy/dragon/lathiss.atlas,32,32,1.5,48.0,False,on grid,Large,1.0,32.0,dragon folder,False
Giant Panda,Uncommon,16,False,sprites/enemy/beast/bear/giantpanda.atlas,17,13,1.0,13.0,False,"critter, deliberate",Large,2.46,32.0,"beast/bear folder, named large, moves 146%",True
Giant Royal Scarab,Rare,30,False,sprites/enemy/basic/undead/giant_royal_scarab.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"basic/undead folder, named giant, moves 100%",True
Gisela,Rare,30,False,sprites/enemy/celestial/akroma.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Goreclaw,Rare,28,False,sprites/enemy/beast/bear/bear_large.atlas,64,64,0.5,32.0,False,on grid,Large,0.5,32.0,"beast/bear folder, named large",False
Graaz,Uncommon,20,False,sprites/enemy/construct/juggernaut.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Grenzo,Uncommon,30,False,sprites/enemy/giant/troll.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"giant folder, moves 100%",True
Grismold,Uncommon,20,False,sprites/enemy/giant/troll.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"giant folder, moves 100%",True
Gyruda,Uncommon,20,False,sprites/enemy/monstrosity/lorthos.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Hellion,Uncommon,21,False,sprites/enemy/monstrosity/sandwurm.atlas,32,20,1.6,32.0,False,on grid,Large,1.6,32.0,scale x1.6 was a choice - nearest step to 32.0px,False
Illuna,Rare,30,False,sprites/enemy/dragon/ancientsilverdragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Intet,Rare,40,False,sprites/enemy/dragon/adultgreendragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Iroas,Rare,40,False,sprites/enemy/fey/centaur.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Isperia,Uncommon,20,False,sprites/enemy/monstrosity/criosphinx.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Jenara,Rare,30,False,sprites/enemy/celestial/maelstrom_angel.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Jugan,Uncommon,28,False,sprites/enemy/beast/reptile/big_snake.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,"beast/reptile folder, but scaled x2 on purpose - nearest step to 32px",True
Juggernaut,Common,20,False,sprites/enemy/construct/juggernaut.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Junji,Mythic,52,False,sprites/enemy/aberration/leech_2.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,"scale x2 was a choice - nearest step to 32.0px, life 52",True
Juvenile Bronze Dragon,Common,15,False,sprites/enemy/basic/dragon/juvenile_bronze_dragon.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"basic/dragon folder, moves 100%",True
Jyoti,Rare,20,False,sprites/enemy/elemental/crystalelemental.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Kaalia,Rare,50,False,sprites/enemy/celestial/seraphim.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,"art 32px vs 16px person (x2.00), life 50",True
Kairi,Rare,33,False,sprites/enemy/dragon/ancientsilverdragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Kalemne,Uncommon,20,False,sprites/enemy/giant/stormtitan.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,giant folder,False
Karona,Rare,30,False,sprites/enemy/celestial/maelstrom_angel.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Kathril,Rare,20,False,sprites/enemy/beast/insect/ladybug.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,"beast/insect folder, but scaled x2 on purpose - nearest step to 32px",True
Keiga,Uncommon,30,False,sprites/enemy/dragon/ancientsilverdragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Keranos,Rare,40,False,sprites/enemy/giant/stormtitan.atlas,32,32,1.5,48.0,False,on grid,Large,1.0,32.0,giant folder,False
Kethek,Rare,30,False,sprites/enemy/construct/juggernaut.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Khorvath and Sylvia,Rare,20,False,sprites/enemy/dragon/firedragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
King Kane Ferguson,Uncommon,30,True,sprites/enemy/undead/deathknightidle.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"undead folder, named king, +1 step for boss, moves 100%",True
Kira,Rare,30,False,sprites/enemy/monstrosity/brainmole.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Kokusho,Uncommon,18,False,sprites/enemy/aberration/leech_2.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Korvold,Rare,30,False,sprites/enemy/dragon/adultgreendragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Kothophed,Uncommon,19,False,sprites/enemy/fiend/demon_3.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Kroxa,Rare,40,False,sprites/enemy/giant/gravetitan.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,giant folder,False
Kruphix,Rare,40,False,sprites/enemy/elemental/magicelemental.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Kura,Rare,32,False,sprites/enemy/beast/reptile/big_snake.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,"beast/reptile folder, but scaled x2 on purpose - nearest step to 32px",True
Kyodai,Rare,30,False,sprites/enemy/dragon/ancientsilverdragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Liberator,Rare,20,False,sprites/enemy/construct/juggernaut.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Lyra,Rare,29,False,sprites/enemy/celestial/seraphim.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Mature Bronze Dragon,Rare,37,False,sprites/enemy/basic/dragon/mature_bronze_dragon.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"basic/dragon folder, moves 100%",True
Medomai,Uncommon,30,False,sprites/enemy/monstrosity/androsphinx.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Mud Wyvern,Uncommon,26,False,sprites/enemy/basic/dragon/mud_wyvern.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"basic/dragon folder, moves 100%",True
Numot,Rare,40,False,sprites/enemy/dragon/firedragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Obeka,Rare,30,False,sprites/enemy/giant/troll.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"giant folder, moves 100%",True
Ojer Axonil,Uncommon,41,False,sprites/enemy/giant/firegiant.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,giant folder,False
Ojer Kaslem,Mythic,47,False,sprites/enemy/giant/forestgiant.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,"giant folder, life 47",True
Ojer Taq,Rare,26,False,sprites/enemy/giant/titan_2.atlas,16,16,3.0,48.0,False,on grid,Large,2.0,32.0,giant folder,False
Okaun and Zndrsplt,Rare,20,False,sprites/enemy/giant/cyclops_large.atlas,64,64,1.0,64.0,False,on grid,Large,0.5,32.0,"giant folder, moves 50%",True
Oloro,Rare,40,False,sprites/enemy/giant/titan.atlas,16,16,3.0,48.0,False,on grid,Large,2.0,32.0,giant folder,False
Omnath,Rare,40,False,sprites/enemy/elemental/magmaelemental.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Oona,Uncommon,20,False,sprites/enemy/fey/dimirfaerie.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Osgir,Rare,20,False,sprites/enemy/giant/firegiant.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,giant folder,False
Palladia-Mors,Rare,40,False,sprites/enemy/dragon/firedragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Penguin Elite,Rare,26,False,sprites/enemy/beast/polar/penguinlarge.atlas,32,32,1.5,48.0,False,on grid,Large,1.0,32.0,"beast/polar folder, named large",False
Pharika,Rare,40,False,sprites/enemy/monstrosity/gorgone.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Phlage,Rare,40,False,sprites/enemy/giant/firegiant.atlas,16,16,3.0,48.0,False,on grid,Large,2.0,32.0,giant folder,False
Polukranos,Uncommon,30,False,sprites/enemy/monstrosity/hydra.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Purphoros,Uncommon,20,False,sprites/enemy/giant/godlytitan.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,giant folder,False
Pygmy Wyvern,Common,15,False,sprites/enemy/basic/dragon/pygmy_wyvern.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"basic/dragon folder, moves 100%",True
Radiant,Rare,26,False,sprites/enemy/celestial/peerlesssolar.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Rakdos,Uncommon,30,False,sprites/enemy/fiend/archfiend.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Ramos,Mythic,50,False,sprites/enemy/dragon/ancientsilverdragon.atlas,16,16,3.0,48.0,False,on grid,Large,2.0,32.0,"dragon folder, life 50",True
Razaketh,Mythic,47,False,sprites/enemy/fiend/scourgemaster.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,"art 32px vs 16px person (x2.00), life 47",True
Rendmaw,Rare,30,False,sprites/enemy/construct/scarecrow.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Rienne,Rare,30,False,sprites/enemy/celestial/maelstrom_angel.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Rith,Rare,30,False,sprites/enemy/dragon/adultgreendragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Rorix,Uncommon,18,False,sprites/enemy/dragon/lathiss.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,dragon folder,False
Ruric Thar,Rare,20,False,sprites/enemy/giant/troll_2.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,giant folder,False
Ruxa,Rare,21,False,sprites/enemy/beast/bear/bear_large.atlas,64,64,0.5,32.0,False,on grid,Large,0.5,32.0,"beast/bear folder, named large",False
Ryusei,Mythic,55,False,sprites/enemy/dragon/firedragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,"dragon folder, life 55",True
Shadrix,Rare,30,False,sprites/enemy/dragon/ancientsilverdragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Sharuum,Rare,40,False,sprites/enemy/monstrosity/criosphinx.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Sheldon,Rare,40,False,sprites/enemy/giant/godlytitan.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,giant folder,False
Sheoldred,Mythic,47,False,sprites/enemy/aberration/phyrexian/drossgrimnarch.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,"scale x2 was a choice - nearest step to 32.0px, life 47",True
Shiko,Uncommon,20,False,sprites/enemy/dragon/ancientsilverdragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Sigarda,Rare,30,False,sprites/enemy/celestial/maelstrom_angel.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Sivitri,Rare,80,False,sprites/enemy/dragon/ancientsilverdragon.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"dragon folder, life 80, moves 100%",True
Skithiryx,Uncommon,19,False,sprites/enemy/dragon/bonedragon.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,dragon folder,False
Slogurk,Rare,30,False,sprites/enemy/ooze/oozeboss.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,"ooze folder, but scaled x2 on purpose - nearest step to 32px",True
Sorceress Queen Kaja,Uncommon,30,True,sprites/enemy/humanoid/human/wizard/black_wiz3.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"humanoid/human/wizard folder, named queen, +1 step for boss, moves 100%",True
Sphinx,Uncommon,19,False,sprites/enemy/monstrosity/androsphinx.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,art 32px vs 16px person (x2.00),True
Storm Titan,Mythic,41,False,sprites/enemy/giant/stormtitan.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,giant folder,False
Sun Titan,Rare,32,False,sprites/enemy/giant/gravetitan.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"giant folder, moves 100%",True
Svella,Uncommon,20,False,sprites/enemy/giant/troll.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"giant folder, moves 100%",True
Swamp Queen Tojira,Common,25,True,sprites/enemy/humanoid/human/warlock/witch.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"humanoid/human/warlock folder, named queen, +1 step for boss, moves 100%",True
Tanazir,Rare,30,False,sprites/enemy/dragon/adultgreendragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
Tatsunari,Uncommon,30,False,sprites/enemy/beast/amphibian/frog.atlas,20,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
Teneb,Rare,40,False,sprites/enemy/dragon/bonedragon.atlas,32,32,1.0,32.0,False,on grid,Large,1.0,32.0,dragon folder,False
Teval,Rare,20,False,sprites/enemy/dragon/adultgreendragon.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,dragon folder,False
The Astral Visionary,Rare,40,True,sprites/enemy/humanoid/merfolk/merfolk_lord.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"humanoid/merfolk folder, named lord, +1 step for boss, moves 100%",True
The Beamtown Bullies,Uncommon,20,False,sprites/enemy/giant/troll_2.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"giant folder, moves 100%",True
The Dragon Lord,Rare,40,True,sprites/enemy/humanoid/human/wizard/red_wiz2.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"humanoid/human/wizard folder, named lord, +1 step for boss, moves 100%",True
The Goose Mother,Rare,30,False,sprites/enemy/monstrosity/hydra.atlas,16,16,2.0,32.0,False,on grid,Large,2.0,32.0,scale x2 was a choice - nearest step to 32.0px,False
The Lichlord of Azar,Uncommon,40,True,sprites/enemy/undead/lich.atlas,16,16,1.0,16.0,False,on grid,Large,2.0,32.0,"undead folder, named lord, +1 step for boss, moves 100%",True
